Map,Round_Type,Blue_Team,Red_Team,time_stamp,length,KB,KR,UB,UR,FB
Junkertown,Attack,?PHI,?GLA,5:58,32,7,1,4,1,B
Junkertown,Attack,?PHI,?GLA,5:01,11,0,1,0,1,R
Junkertown,Attack,?PHI,?GLA,5:25,6,0,3,0,2,R
Junkertown,Attack,?PHI,?GLA,4:43,9,1,2,2,1,B
Junkertown,Attack,?PHI,?GLA,3:46,27,2,6,2,3,R
Junkertown,Attack,?PHI,?GLA,3:08,12,2,4,1,2,R
Junkertown,Attack,?PHI,?GLA,2:41,0,0,1,0,0,R
Junkertown,Attack,?PHI,?GLA,1:02,1,0,2,0,0,R
Junkertown,Attack,?PHI,?GLA,1:21,34,7,3,3,3,R
Junkertown,Defense,?PHI,?GLA,4:04,9,2,0,1,0,B
Junkertown,Defense,?PHI,?GLA,2:44,29,1,4,1,0,R
Junkertown,Defense,?PHI,?GLA,1:22,0,1,0,0,0,B
Junkertown,Defense,?PHI,?GLA,2:24,11,1,3,1,0,R
Junkertown,Defense,?PHI,?GLA,0:50,0,1,0,0,0,B
Junkertown,Defense,?PHI,?GLA,4:43,36,7,2,4,5,B
Junkertown,Defense,?PHI,?GLA,5:59,51,9,2,3,3,R
Temple of Anubis,Attack,?PHI,?GLA,6:06,45,8,2,3,3,R
Temple of Anubis,Attack,?PHI,?GLA,4:45,39,5,4,4,5,B
Temple of Anubis,Attack,?PHI,?GLA,4:04,5,0,1,0,1,R
Temple of Anubis,Attack,?PHI,?GLA,3:16,0,1,0,0,0,B
Temple of Anubis,Attack,?PHI,?GLA,3:28,23,2,6,3,2,B
Temple of Anubis,Attack,?PHI,?GLA,1:55,52,7,5,4,5,R
Temple of Anubis,Attack,?PHI,?GLA,0:23,8,1,1,0,0,R
Temple of Anubis,Attack,?PHI,?GLA,0:51,28,6,1,0,0,B
Temple of Anubis,Defense,?PHI,?GLA,6:40,78,2,15,5,6,R
Temple of Anubis,Defense,?PHI,?GLA,5:32,11,4,0,1,0,B
Temple of Anubis,Defense,?PHI,?GLA,4:26,42,5,2,1,2,B
Temple of Anubis,Defense,?PHI,?GLA,4:15,4,1,0,1,0,B
Temple of Anubis,Defense,?PHI,?GLA,3:10,35,7,4,2,1,B
Temple of Anubis,Defense,?PHI,?GLA,1:20,0,1,0,0,0,B
Temple of Anubis,Defense,?PHI,?GLA,1:53,36,2,8,3,4,B
Temple of Anubis,Defense,?PHI,?GLA,0:50,9,2,0,1,0,B
Temple of Anubis,Defense,?PHI,?GLA,0:07,0,1,0,0,0,B
Temple of Anubis,Attack,?PHI,?GLA,0:19,38,9,0,0,0,B
Ilios,Well,?PHI,?GLA,3:11,39,0,7,2,2,R
Ilios,Well,?PHI,?GLA,2:29,26,3,4,2,4,R
Ilios,Well,?PHI,?GLA,1:57,9,0,2,2,0,R
Ilios,Well,?PHI,?GLA,0:31,15,2,1,0,0,B
Ilios,Well,?PHI,?GLA,1:06,22,1,5,0,1,R
Ilios,Lighthouse,?PHI,?GLA,5:14,20,3,0,2,2,B
Ilios,Lighthouse,?PHI,?GLA,4:48,23,3,2,3,3,B
Ilios,Lighthouse,?PHI,?GLA,4:16,9,2,0,0,0,B
Ilios,Lighthouse,?PHI,?GLA,3:40,15,3,2,1,1,B
Ilios,Lighthouse,?PHI,?GLA,3:13,0,1,0,0,0,B
Ilios,Lighthouse,?PHI,?GLA,2:42,13,5,0,1,0,B
Ilios,Lighthouse,?PHI,?GLA,2:14,13,1,2,1,1,R
Ilios,Lighthouse,?PHI,?GLA,1:20,34,4,6,1,4,B
Ilios,Lighthouse,?PHI,?GLA,0:38,13,2,4,1,0,R
Ilios,Ruins,?PHI,?GLA,1:11,7,2,1,1,1,B
Ilios,Ruins,?PHI,?GLA,0:21,15,1,3,0,0,B
Ilios,Ruins,?PHI,?GLA,1:21,41,3,8,2,4,R
Ilios,Ruins,?PHI,?GLA,2:29,27,3,6,2,1,R
Numbani,Attack,?PHI,?GLA,7:32,53,6,6,4,3,R
Numbani,Attack,?PHI,?GLA,6:14,46,7,6,3,3,B
Numbani,Attack,?PHI,?GLA,5:41,15,1,1,1,2,B
Numbani,Attack,?PHI,?GLA,4:56,17,4,0,1,0,B
Numbani,Attack,?PHI,?GLA,3:55,24,3,3,2,3,B
Numbani,Attack,?PHI,?GLA,3:15,15,6,1,1,0,B
Numbani,Attack,?PHI,?GLA,2:16,18,6,1,3,1,B
Numbani,Attack,?PHI,?GLA,0:29,0,0,2,0,0,R
Numbani,Attack,?PHI,?GLA,1:14,26,3,5,1,3,B
Numbani,Defense,?PHI,?GLA,2:18,35,3,6,3,3,B
Numbani,Defense,?PHI,?GLA,1:28,18,2,5,0,1,R
Numbani,Defense,?PHI,?GLA,0:44,6,0,2,0,0,R
Numbani,Defense,?PHI,?GLA,3:28,15,1,2,2,2,R
Numbani,Defense,?PHI,?GLA,4:04,10,0,5,1,3,R
Lijiang Tower,Garden,?PHI,?GLA,4:03,53,3,7,5,6,R
Lijiang Tower,Garden,?PHI,?GLA,3:17,24,2,6,2,2,R
Lijiang Tower,Garden,?PHI,?GLA,2:23,23,6,1,1,2,B
Lijiang Tower,Garden,?PHI,?GLA,1:17,52,8,3,1,1,R
Lijiang Tower,Garden,?PHI,?GLA,0:19,7,1,4,0,0,R
Lijiang Tower,Garden,?PHI,?GLA,0:47,14,0,2,0,1,R
Lijiang Tower,Control Center,?PHI,?GLA,3:40,37,5,5,4,3,B
Lijiang Tower,Control Center,?PHI,?GLA,3:01,16,1,4,1,3,B
Lijiang Tower,Control Center,?PHI,?GLA,1:58,28,0,4,0,1,R
Lijiang Tower,Control Center,?PHI,?GLA,1:13,31,8,2,5,4,B
Lijiang Tower,Control Center,?PHI,?GLA,0:30,10,3,0,0,0,B
Lijiang Tower,Control Center,?PHI,?GLA,0:58,0,1,0,0,0,B
Lijiang Tower,Control Center,?PHI,?GLA,4:32,36,0,8,1,3,R
Junkertown,Attack,?SEO,?BOS,0:53,18,6,2,1,0,R
Junkertown,Attack,?SEO,?BOS,1:52,11,0,5,0,0,R
Junkertown,Attack,?SEO,?BOS,2:31,28,5,1,2,1,B
Junkertown,Attack,?SEO,?BOS,3:14,10,2,0,1,1,B
Junkertown,Attack,?SEO,?BOS,3:49,11,0,4,1,3,R
Junkertown,Attack,?SEO,?BOS,4:40,18,6,1,2,0,B
Junkertown,Attack,?SEO,?BOS,5:21,8,1,1,1,1,B
Junkertown,Attack,?SEO,?BOS,5:43,21,0,4,1,1,R
Junkertown,Attack,?SEO,?BOS,7:15,35,5,3,2,1,R
Junkertown,Defense,?SEO,?BOS,0:09,0,0,1,0,0,R
Junkertown,Defense,?SEO,?BOS,0:45,24,2,5,0,0,R
Junkertown,Defense,?SEO,?BOS,1:49,30,1,7,2,2,R
Junkertown,Defense,?SEO,?BOS,2:37,10,1,2,1,1,R
Junkertown,Defense,?SEO,?BOS,3:09,28,4,3,0,3,B
Junkertown,Defense,?SEO,?BOS,3:53,18,3,0,1,1,B
Junkertown,Defense,?SEO,?BOS,4:28,0,1,0,0,0,B
Junkertown,Defense,?SEO,?BOS,4:54,14,3,0,1,1,B
Junkertown,Defense,?SEO,?BOS,5:32,16,6,1,2,0,R
Junkertown,Defense,?SEO,?BOS,6:20,16,3,1,3,2,B
Junkertown,Defense,?SEO,?BOS,7:02,4,2,0,0,0,B
Junkertown,Defense,?SEO,?BOS,7:27,27,6,0,2,1,B
Junkertown,Defense,?SEO,?BOS,7:59,22,5,0,2,2,B
Horizon Lunar Colony,Attack,?SEO,?BOS,0:25,6,0,3,0,0,R
Horizon Lunar Colony,Attack,?SEO,?BOS,0:58,0,1,0,0,0,B
Horizon Lunar Colony,Attack,?SEO,?BOS,1:13,23,4,1,0,1,B
Horizon Lunar Colony,Attack,?SEO,?BOS,1:56,30,2,7,3,2,R
Horizon Lunar Colony,Attack,?SEO,?BOS,3:03,19,0,6,0,2,R
Horizon Lunar Colony,Attack,?SEO,?BOS,4:11,39,10,2,4,4,R
Horizon Lunar Colony,Defense,?SEO,?BOS,0:23,0,1,0,0,0,B
Horizon Lunar Colony,Defense,?SEO,?BOS,0:54,28,4,5,0,0,R
Horizon Lunar Colony,Defense,?SEO,?BOS,1:38,0,1,2,0,0,B
Horizon Lunar Colony,Defense,?SEO,?BOS,2:20,22,6,0,0,0,B
Horizon Lunar Colony,Defense,?SEO,?BOS,3:10,9,5,0,1,0,B
Horizon Lunar Colony,Defense,?SEO,?BOS,4:08,5,1,2,0,0,B
Horizon Lunar Colony,Defense,?SEO,?BOS,4:28,48,6,7,4,5,R
Horizon Lunar Colony,Defense,?SEO,?BOS,5:53,10,1,1,0,3,B
Horizon Lunar Colony,Defense,?SEO,?BOS,6:21,22,5,1,2,0,B
Horizon Lunar Colony,Defense,?SEO,?BOS,7:12,44,6,4,2,4,R
Oasis,City Center,?SEO,?BOS,0:38,0,1,0,0,0,B
Oasis,City Center,?SEO,?BOS,0:55,17,4,1,0,0,B
Oasis,City Center,?SEO,?BOS,1:42,21,3,3,2,3,R
Oasis,City Center,?SEO,?BOS,2:21,7,1,0,0,0,B
Oasis,City Center,?SEO,?BOS,2:48,27,7,0,2,0,B
Oasis,University,?SEO,?BOS,0:19,23,5,1,0,0,B
Oasis,University,?SEO,?BOS,1:05,24,6,0,2,1,B
Oasis,University,?SEO,?BOS,2:00,11,1,5,0,3,B
Oasis,University,?SEO,?BOS,2:32,31,6,1,3,3,R
Oasis,University,?SEO,?BOS,3:29,19,6,0,2,1,B
Numbani,Attack,?SEO,?BOS,4:48,56,12,2,3,3,B
Numbani,Attack,?SEO,?BOS,3:16,30,5,2,3,1,R
Numbani,Attack,?SEO,?BOS,1:49,45,6,3,3,5,R
Numbani,Attack,?SEO,?BOS,0:43,33,2,7,1,1,B
Numbani,Defense,?SEO,?BOS,2:10,39,7,4,4,2,B
Numbani,Defense,?SEO,?BOS,3:30,0,1,0,0,0,B
Numbani,Defense,?SEO,?BOS,3:54,36,3,7,1,1,B
Numbani,Defense,?SEO,?BOS,5:09,18,0,5,1,1,R
Numbani,Defense,?SEO,?BOS,6:01,22,0,4,1,3,R
Numbani,Defense,?SEO,?BOS,6:32,22,6,0,2,3,B
Numbani,Defense,?SEO,?BOS,7:28,11,2,0,1,0,B
Numbani,Defense,?SEO,?BOS,1:34,7,3,0,0,0,B
Numbani,Defense,?SEO,?BOS,0:28,29,7,3,0,0,R
Numbani,Defense,?SEO,?BOS,8:00,0,0,1,0,0,R
Numbani,Defense,?SEO,?BOS,8:06,38,6,2,4,4,B
Dorado,Attack,?SHD,?FLA,6:47,34,1,8,1,4,B
Dorado,Attack,?SHD,?FLA,5:48,14,0,3,2,0,R
Dorado,Attack,?SHD,?FLA,5:42,0,0,1,0,0,R
Dorado,Attack,?SHD,?FLA,5:18,0,0,1,0,0,R
Dorado,Attack,?SHD,?FLA,3:54,50,10,4,3,5,B
Dorado,Attack,?SHD,?FLA,2:49,22,1,3,1,2,R
Dorado,Attack,?SHD,?FLA,2:20,11,3,1,3,3,B
Dorado,Attack,?SHD,?FLA,1:59,0,0,1,0,0,R
Dorado,Attack,?SHD,?FLA,1:00,5,0,2,0,1,R
Dorado,Attack,?SHD,?FLA,1:29,11,0,2,0,2,R
Dorado,Defense,?SHD,?FLA,1:06,21,1,4,1,2,R
Dorado,Defense,?SHD,?FLA,0:58,0,1,0,0,0,B
Dorado,Defense,?SHD,?FLA,0:24,16,0,3,0,1,R
Dorado,Defense,?SHD,?FLA,1:45,49,3,7,3,3,R
Temple of Anubis,Attack,?SHD,?FLA,7:49,38,0,6,3,3,R
Temple of Anubis,Attack,?SHD,?FLA,7:35,10,1,2,1,1,B
Temple of Anubis,Attack,?SHD,?FLA,5:08,19,0,6,0,1,R
Temple of Anubis,Attack,?SHD,?FLA,6:05,56,3,8,5,5,R
Temple of Anubis,Attack,?SHD,?FLA,3:54,44,7,3,0,0,B
Temple of Anubis,Attack,?SHD,?FLA,3:00,19,4,6,2,1,R
Temple of Anubis,Attack,?SHD,?FLA,1:12,0,0,1,0,0,R
Temple of Anubis,Attack,?SHD,?FLA,2:01,18,1,3,0,0,R
Temple of Anubis,Attack,?SHD,?FLA,0:33,24,2,4,0,0,B
Temple of Anubis,Defense,?SHD,?FLA,1:25,63,5,8,4,3,R
Temple of Anubis,Defense,?SHD,?FLA,0:55,20,1,3,0,2,R
Temple of Anubis,Defense,?SHD,?FLA,0:35,0,0,1,0,0,R
Temple of Anubis,Defense,?SHD,?FLA,3:01,7,0,3,0,0,R
Ilios,Ruins,?SHD,?FLA,3:20,18,4,0,1,1,B
Ilios,Ruins,?SHD,?FLA,4:09,39,1,8,3,4,R
Ilios,Ruins,?SHD,?FLA,2:31,24,5,4,0,0,R
Ilios,Ruins,?SHD,?FLA,0:38,12,0,6,0,0,R
Ilios,Ruins,?SHD,?FLA,1:25,34,4,6,3,4,B
Ilios,Lighthouse,?SHD,?FLA,2:10,70,5,11,4,5,R
Ilios,Lighthouse,?SHD,?FLA,1:26,21,1,6,2,3,B
Ilios,Lighthouse,?SHD,?FLA,0:21,46,3,6,0,1,R
Numbani,Attack,?SHD,?FLA,6:36,92,10,10,8,10,B
Numbani,Attack,?SHD,?FLA,6:00,0,0,2,0,0,R
Numbani,Attack,?SHD,?FLA,5:25,20,5,2,3,1,B
Numbani,Attack,?SHD,?FLA,4:29,26,6,1,1,3,R
Numbani,Attack,?SHD,?FLA,3:11,37,2,6,4,2,B
Numbani,Attack,?SHD,?FLA,2:31,36,3,3,1,3,R
Numbani,Attack,?SHD,?FLA,1:35,22,4,5,3,3,R
Numbani,Attack,?SHD,?FLA,0:25,16,5,0,0,0,B
Numbani,Attack,?SHD,?FLA,1:06,8,0,2,0,0,R
Numbani,Defense,?SHD,?FLA,3:39,6,1,0,0,1,B
Numbani,Defense,?SHD,?FLA,2:15,49,2,6,5,6,B
Numbani,Defense,?SHD,?FLA,1:48,16,2,2,1,0,R
Numbani,Defense,?SHD,?FLA,0:21,56,2,7,1,2,R
Numbani,Defense,?SHD,?FLA,4:11,28,1,5,3,2,R
Numbani,Defense,?SHD,?FLA,4:55,21,2,5,2,1,R
Junkertown,Attack,?LDN,?DAL,7:17,35,7,1,4,0,R
Junkertown,Attack,?LDN,?DAL,6:35,20,1,4,0,1,R
Junkertown,Attack,?LDN,?DAL,5:10,1,1,0,1,0,B
Junkertown,Attack,?LDN,?DAL,5:35,40,8,4,2,2,R
Junkertown,Attack,?LDN,?DAL,4:09,38,7,2,3,3,B
Junkertown,Attack,?LDN,?DAL,3:12,41,6,4,2,3,B
Junkertown,Attack,?LDN,?DAL,2:17,22,0,6,3,3,R
Junkertown,Attack,?LDN,?DAL,1:49,0,1,0,0,0,B
Junkertown,Attack,?LDN,?DAL,0:25,33,7,2,1,1,R
Junkertown,Defense,?LDN,?DAL,5:54,8,5,2,1,1,R
Junkertown,Defense,?LDN,?DAL,5:23,17,2,2,1,2,R
Junkertown,Defense,?LDN,?DAL,4:14,0,1,0,0,0,B
Junkertown,Defense,?LDN,?DAL,4:41,15,0,5,0,3,R
Junkertown,Defense,?LDN,?DAL,3:13,34,0,7,2,1,R
Junkertown,Defense,?LDN,?DAL,2:09,32,2,7,2,2,R
Junkertown,Defense,?LDN,?DAL,1:19,23,4,1,3,1,R
Junkertown,Defense,?LDN,?DAL,0:40,15,4,0,0,0,B
Junkertown,Defense,?LDN,?DAL,6:36,11,5,0,2,0,B
Junkertown,Defense,?LDN,?DAL,7:24,9,5,1,0,0,R
Junkertown,Defense,?LDN,?DAL,7:55,28,7,0,3,3,B
Horizon Lunar Colony,Attack,?LDN,?DAL,5:05,47,8,2,5,3,B
Horizon Lunar Colony,Attack,?LDN,?DAL,4:27,13,2,3,0,0,R
Horizon Lunar Colony,Attack,?LDN,?DAL,2:44,55,5,8,5,4,B
Horizon Lunar Colony,Attack,?LDN,?DAL,1:21,34,6,2,3,3,B
Horizon Lunar Colony,Attack,?LDN,?DAL,0:25,5,0,3,0,0,R
Horizon Lunar Colony,Attack,?LDN,?DAL,0:59,15,2,0,1,0,B
Horizon Lunar Colony,Defense,?LDN,?DAL,2:50,23,5,1,2,1,B
Horizon Lunar Colony,Defense,?LDN,?DAL,1:39,28,4,1,2,5,B
Horizon Lunar Colony,Defense,?LDN,?DAL,0:30,9,3,0,0,0,B
Horizon Lunar Colony,Defense,?LDN,?DAL,3:38,12,5,0,3,0,B
Oasis,City Center,?LDN,?DAL,2:56,15,5,0,1,0,B
Oasis,City Center,?LDN,?DAL,3:33,98,3,14,4,8,R
Oasis,City Center,?LDN,?DAL,2:12,20,4,0,0,0,B
Oasis,City Center,?LDN,?DAL,1:42,21,3,1,3,1,B
Oasis,City Center,?LDN,?DAL,0:25,1,1,0,0,1,B
Oasis,City Center,?LDN,?DAL,0:56,28,2,5,1,4,B
Oasis,Gardens,?LDN,?DAL,4:16,25,1,5,2,1,R
Oasis,Gardens,?LDN,?DAL,3:55,6,2,1,0,1,B
Oasis,Gardens,?LDN,?DAL,3:10,19,6,1,0,1,B
Oasis,Gardens,?LDN,?DAL,2:18,20,2,6,2,4,B
Oasis,Gardens,?LDN,?DAL,1:14,35,3,7,2,3,R
Oasis,Gardens,?LDN,?DAL,0:38,12,3,2,0,0,R
Oasis,Gardens,?LDN,?DAL,5:04,24,2,6,3,7,B
Numbani,Attack,?LDN,?DAL,5:57,24,7,1,2,1,B
Numbani,Attack,?LDN,?DAL,4:53,37,7,0,0,3,B
Numbani,Attack,?LDN,?DAL,3:32,51,8,3,4,3,B
Numbani,Attack,?LDN,?DAL,2:50,4,0,2,0,0,R
Numbani,Attack,?LDN,?DAL,1:39,37,7,1,3,3,R
Numbani,Attack,?LDN,?DAL,1:06,22,4,2,2,2,B
Numbani,Attack,?LDN,?DAL,0:33,8,3,3,0,0,R
Numbani,Defense,?LDN,?DAL,7:41,43,4,7,5,5,B
Numbani,Defense,?LDN,?DAL,6:50,31,5,2,0,2,B
Numbani,Defense,?LDN,?DAL,6:25,6,1,0,3,0,B
Numbani,Defense,?LDN,?DAL,5:58,1,2,1,0,0,B
Numbani,Defense,?LDN,?DAL,4:50,38,6,4,3,4,B
Numbani,Defense,?LDN,?DAL,4:05,20,2,0,1,1,B
Numbani,Defense,?LDN,?DAL,2:46,58,7,6,0,3,B
Numbani,Defense,?LDN,?DAL,1:51,6,1,2,0,1,R
Numbani,Defense,?LDN,?DAL,0:59,17,5,2,2,2,B
Numbani,Defense,?LDN,?DAL,0:14,19,5,2,0,0,B
Numbani,Attack,?LDN,?DAL,0:15,11,1,1,0,0,R
Numbani,Attack,?LDN,?DAL,0:51,10,4,0,1,0,B
Dorado,Attack,?VAL,?LDN,0:50,8,1,1,0,0,B
Dorado,Attack,?VAL,?LDN,1:12,53,9,5,5,4,B
Dorado,Attack,?VAL,?LDN,2:34,23,3,5,1,1,B
Dorado,Attack,?VAL,?LDN,3:20,65,8,7,4,3,B
Dorado,Attack,?VAL,?LDN,4:49,56,8,9,3,3,B
Dorado,Attack,?VAL,?LDN,6:17,31,3,5,1,5,R
Dorado,Defense,?VAL,?LDN,3:10,18,0,5,1,1,R
Dorado,Defense,?VAL,?LDN,0:26,1,1,1,0,0,R
Dorado,Defense,?VAL,?LDN,0:48,23,1,6,0,2,R
Dorado,Defense,?VAL,?LDN,1:43,13,2,1,1,1,B
Dorado,Defense,?VAL,?LDN,2:31,11,2,2,3,0,B
Dorado,Defense,?VAL,?LDN,3:46,23,1,7,1,2,R
Horizon Lunar Colony,Attack,?VAL,?LDN,0:32,0,1,0,0,0,B
Horizon Lunar Colony,Attack,?VAL,?LDN,0:48,16,5,1,1,0,B
Horizon Lunar Colony,Attack,?VAL,?LDN,1:21,33,2,6,0,1,B
Horizon Lunar Colony,Attack,?VAL,?LDN,2:22,20,0,3,1,1,R
Horizon Lunar Colony,Attack,?VAL,?LDN,3:12,24,0,5,4,3,R
Horizon Lunar Colony,Attack,?VAL,?LDN,4:08,34,2,4,0,1,R
Horizon Lunar Colony,Attack,?VAL,?LDN,5:15,8,1,2,1,0,R
Horizon Lunar Colony,Attack,?VAL,?LDN,5:34,24,0,5,1,1,R
Horizon Lunar Colony,Attack,?VAL,?LDN,6:25,16,0,4,0,0,R
Horizon Lunar Colony,Attack,?VAL,?LDN,7:02,0,0,1,0,0,R
Horizon Lunar Colony,Attack,?VAL,?LDN,7:30,12,0,2,0,3,R
Horizon Lunar Colony,Attack,?VAL,?LDN,7:58,31,7,1,5,2,B
Horizon Lunar Colony,Defense,?VAL,?LDN,0:29,28,5,4,0,0,B
Horizon Lunar Colony,Defense,?VAL,?LDN,1:26,16,4,0,0,0,B
Horizon Lunar Colony,Defense,?VAL,?LDN,2:03,82,6,7,6,6,B
Horizon Lunar Colony,Defense,?VAL,?LDN,4:04,1,1,0,1,1,B
Horizon Lunar Colony,Defense,?VAL,?LDN,4:20,16,2,4,1,2,B
Horizon Lunar Colony,Defense,?VAL,?LDN,4:54,21,5,2,3,1,R
Horizon Lunar Colony,Defense,?VAL,?LDN,5:42,32,6,3,1,2,R
Horizon Lunar Colony,Defense,?VAL,?LDN,6:38,15,4,1,1,0,B
Horizon Lunar Colony,Defense,?VAL,?LDN,7:20,23,6,2,3,0,B
Horizon Lunar Colony,Defense,?VAL,?LDN,7:59,41,5,8,3,5,B
Horizon Lunar Colony,Attack,?VAL,?LDN,0:18,0,0,1,0,0,R
Horizon Lunar Colony,Attack,?VAL,?LDN,0:39,17,0,4,0,2,R
Horizon Lunar Colony,Defense,?VAL,?LDN,0:31,26,2,6,1,0,R
Oasis,Gardens,?VAL,?LDN,0:26,22,3,3,0,0,R
Oasis,Gardens,?VAL,?LDN,1:14,14,1,2,3,2,R
Oasis,Gardens,?VAL,?LDN,1:36,12,1,1,1,1,B
Oasis,Gardens,?VAL,?LDN,1:52,81,10,5,6,6,R
Oasis,University,?VAL,?LDN,0:28,14,4,0,0,0,B
Oasis,University,?VAL,?LDN,1:02,52,3,7,4,5,R
Oasis,University,?VAL,?LDN,2:18,0,0,1,0,0,R
Oasis,University,?VAL,?LDN,2:51,18,6,0,2,0,B
Oasis,University,?VAL,?LDN,3:31,22,0,5,2,4,R
Oasis,University,?VAL,?LDN,4:27,35,7,0,4,3,B
Eichenwalde,Attack,?VAL,?LDN,0:21,8,3,2,0,0,B
Eichenwalde,Attack,?VAL,?LDN,0:44,27,7,3,1,1,B
Eichenwalde,Attack,?VAL,?LDN,1:34,0,0,1,0,0,R
Eichenwalde,Attack,?VAL,?LDN,2:02,48,3,10,3,4,R
Eichenwalde,Attack,?VAL,?LDN,3:12,14,3,1,0,0,B
Eichenwalde,Attack,?VAL,?LDN,3:46,36,7,4,4,4,B
Eichenwalde,Attack,?VAL,?LDN,4:39,16,0,2,1,0,R
Eichenwalde,Attack,?VAL,?LDN,5:20,7,1,2,0,1,R
Eichenwalde,Attack,?VAL,?LDN,6:12,41,9,3,3,3,B
Eichenwalde,Attack,?VAL,?LDN,7:16,25,1,5,3,1,R
Eichenwalde,Attack,?VAL,?LDN,8:02,43,7,4,3,4,R
Eichenwalde,Attack,?VAL,?LDN,8:55,15,5,0,1,1,B
Eichenwalde,Defense,?VAL,?LDN,0:33,23,4,0,0,0,B
Eichenwalde,Defense,?VAL,?LDN,1:20,26,5,1,2,2,B
Eichenwalde,Defense,?VAL,?LDN,2:15,0,0,1,0,0,R
Eichenwalde,Defense,?VAL,?LDN,2:30,24,6,0,1,0,B
Eichenwalde,Defense,?VAL,?LDN,3:20,33,0,8,3,3,R
Eichenwalde,Defense,?VAL,?LDN,4:16,2,1,1,0,0,B
Eichenwalde,Defense,?VAL,?LDN,4:27,21,0,6,1,0,R
Eichenwalde,Defense,?VAL,?LDN,5:11,19,0,6,2,2,R
Eichenwalde,Defense,?VAL,?LDN,5:52,28,6,3,2,2,B
Lijiang Tower,Control Center,?VAL,?LDN,1:53,26,2,5,3,2,B
Lijiang Tower,Control Center,?VAL,?LDN,2:39,5,0,5,1,2,R
Lijiang Tower,Control Center,?VAL,?LDN,1:21,6,0,1,2,3,R
Lijiang Tower,Control Center,?VAL,?LDN,0:19,3,2,0,0,0,B
Lijiang Tower,Control Center,?VAL,?LDN,0:44,16,0,6,1,1,R
Lijiang Tower,Garden,?VAL,?LDN,3:48,54,1,12,5,3,R
Lijiang Tower,Garden,?VAL,?LDN,0:12,15,1,6,0,0,B
Lijiang Tower,Garden,?VAL,?LDN,0:51,26,0,7,0,1,R
Lijiang Tower,Garden,?VAL,?LDN,1:38,29,2,6,1,3,R
Lijiang Tower,Garden,?VAL,?LDN,2:34,51,6,4,2,2,R
Dorado,Attack,?GLA,?NYE,4:09,21,2,4,3,2,R
Dorado,Attack,?GLA,?NYE,4:00,0,0,1,0,0,R
Dorado,Attack,?GLA,?NYE,3:06,34,2,6,3,4,R
Dorado,Attack,?GLA,?NYE,1:57,9,0,4,0,0,R
Dorado,Attack,?GLA,?NYE,0:45,0,1,0,0,0,B
Dorado,Attack,?GLA,?NYE,1:08,12,0,3,0,0,R
Dorado,Defense,?GLA,?NYE,0:47,11,0,5,0,0,R
Horizon Lunar Colony,Attack,?GLA,?NYE,6:23,13,0,2,0,0,R
Horizon Lunar Colony,Attack,?GLA,?NYE,7:08,93,9,9,5,5,R
Horizon Lunar Colony,Attack,?GLA,?NYE,4:30,5,1,0,1,0,B
Horizon Lunar Colony,Attack,?GLA,?NYE,4:51,50,10,6,5,5,B
Horizon Lunar Colony,Attack,?GLA,?NYE,4:02,3,0,2,0,0,R
Horizon Lunar Colony,Attack,?GLA,?NYE,2:47,11,2,0,2,1,B
Horizon Lunar Colony,Attack,?GLA,?NYE,3:07,17,1,5,1,1,R
Horizon Lunar Colony,Attack,?GLA,?NYE,0:44,22,6,2,0,0,B
Horizon Lunar Colony,Attack,?GLA,?NYE,1:33,23,2,5,2,1,R
Horizon Lunar Colony,Defense,?GLA,?NYE,3:25,0,1,0,0,0,B
Horizon Lunar Colony,Defense,?GLA,?NYE,2:16,41,7,4,5,5,R
Horizon Lunar Colony,Defense,?GLA,?NYE,0:40,6,1,1,0,0,R
Horizon Lunar Colony,Defense,?GLA,?NYE,1:03,18,1,6,1,2,R
Horizon Lunar Colony,Defense,?GLA,?NYE,4:03,59,2,11,4,4,B
Oasis,City Center,?GLA,?NYE,4:09,81,7,12,6,5,B
Oasis,City Center,?GLA,?NYE,3:30,9,3,1,1,1,R
Oasis,City Center,?GLA,?NYE,2:23,32,8,2,3,5,B
Oasis,City Center,?GLA,?NYE,0:39,30,1,3,0,0,B
Oasis,City Center,?GLA,?NYE,1:24,26,1,2,1,1,B
Oasis,Gardens,?GLA,?NYE,4:09,52,5,11,5,5,B
Oasis,Gardens,?GLA,?NYE,3:16,18,0,4,0,1,R
Oasis,Gardens,?GLA,?NYE,2:12,0,1,1,1,0,B
Oasis,Gardens,?GLA,?NYE,2:27,18,3,0,1,0,B
Oasis,Gardens,?GLA,?NYE,0:34,8,1,2,0,0,R
Oasis,Gardens,?GLA,?NYE,1:02,27,6,0,2,0,B
Eichenwalde,Attack,?GLA,?NYE,6:35,29,2,5,1,2,R
Eichenwalde,Attack,?GLA,?NYE,6:25,5,1,0,1,2,B
Eichenwalde,Attack,?GLA,?NYE,5:23,10,0,1,0,1,R
Eichenwalde,Attack,?GLA,?NYE,5:43,17,2,2,1,1,R
Eichenwalde,Attack,?GLA,?NYE,5:03,0,1,0,0,0,B
Eichenwalde,Attack,?GLA,?NYE,4:41,0,0,1,0,0,R
Eichenwalde,Attack,?GLA,?NYE,3:22,40,7,4,4,2,B
Eichenwalde,Attack,?GLA,?NYE,3:06,3,1,0,1,1,B
Eichenwalde,Attack,?GLA,?NYE,2:00,23,0,6,1,1,R
